title,company,location,job_type,salary
Senior Data Engineering Consultant (m/w/d),Hopmann | Marketing Analytics Inh. Jörg Hopmann,Munich,,54.000 - 74.000 €/Jahr  (geschätzt für Vollzeit)
Reports Specialist [m|f|d],Soloplan GmbH Software für Logistik und Planung,Dresden,Teilweise Home-Office,36.000 - 52.000 €/Jahr  (geschätzt für Vollzeit)
Reports Specialist [m|f|d],Soloplan GmbH Software für Logistik und Planung,Kempten,Teilweise Home-Office,39.000 - 56.000 €/Jahr  (geschätzt für Vollzeit)
Fellowship Consulting - Financial Services (f/m/d),Alaika Advisory Germany GmbH,Munich,,
Cloud and DevOps Engineer (Kubernetes),Datatroniq GmbH,Berlin,Teilweise Home-Office,48.000 - 67.000 €/Jahr  (geschätzt für Vollzeit)
Data Engineer (w/m/d) job at Billie in Berlin,Billie GmbH,"Berlin, Germany",Teilweise Home-Office,42.000 - 62.000 €/Jahr  (geschätzt für Vollzeit)
Lead Supply Analyst (m / f / d ),Omio Travel GmbH,Berlin,,39.000 - 56.000 €/Jahr  (geschätzt für Vollzeit)
Lead Supply Analyst (m / f / d ),Omio Travel GmbH,Berlin,,39.000 - 56.000 €/Jahr  (geschätzt für Vollzeit)
Research Executive,MetrixLab GmbH,Hamburg,,39.000 - 56.000 €/Jahr  (geschätzt für Vollzeit)
Data Scientist and Process Mining Architect (Data Scientist),Processand,München,Teilweise Home-Office,50.000 - 69.000 €/Jahr  (geschätzt für Vollzeit)
Wirtschaftsinformatiker (m/w/d) (Wirtschaftsinformatiker/in (Fachschule)/B. Prof. Wirtsch.),FISHBULL Franz Fischer SE & Co. KG,Neustadt bei Coburg,Teilweise Home-Office,39.000 - 58.000 €/Jahr  (geschätzt für Vollzeit)
Sales / Vertrieb Weiterbildung (m/w/d) - Jobchance für Remote-Workers (Teilzeit),Greenbootcamps GmbH,Hamburg,Teilweise Home-Office,32.000 - 48.000 €/Jahr  (geschätzt für Vollzeit)
Berater:in (m|w|d),bc immobilien GmbH,Trier,Teilweise Home-Office,39.000 - 56.000 €/Jahr  (geschätzt für Vollzeit)
Engineering Manager (w/m/d),Keleya Digital-Health Solutions GmbH,Berlin,Teilweise Home-Office,59.000 - 80.000 €/Jahr  (geschätzt für Vollzeit)
Geschäftsführung mit den Schwerpunkten Projektmanagement und Strategie,Citizens For Europe gemeinnützige UG (haftungsbeschränkt),Berlin,,67.000 - 88.000 €/Jahr  (geschätzt für Vollzeit)
Senior Sales Manager:in (w/m/d),DataCraft GmbH,Munich,Teilweise Home-Office,53.000 - 73.000 €/Jahr  (geschätzt für Vollzeit)
Fachverantwortlicher (m/w/d) im Registerzensus,Statistisches Landesamt des Freistaates Sachsen,Kamenz,,
Senior Consultant - AI/KI Consulting mit Python,VISUS Advisory GmbH,Düsseldorf,Teilweise Home-Office,46.000 - 70.000 €/Jahr  (geschätzt für Vollzeit)
Project Manager - Supply Chain Management (m/w/d),Aioneers GmbH,Mannheim,Teilweise Home-Office,44.000 - 63.000 €/Jahr  (geschätzt für Vollzeit)
Werkstudent (m/w/d) Technisches Produktmanagement / Partnermanagement Mietwagen,CHECK24,Augsburg,,
Werkstudent (m/w/d) Digital Produktmanagement Mietwagen,CHECK24,Augsburg,,
Tarif- und Produktanalyst für (Sach-) Versicherungen (w/m/d),Smart InsurTech AG - ein Tochterunternehmen der Hypoport SE,"Home-Office, bundesweit",Teilweise Home-Office,
Specialist (m/w/d) Flottenmanagementsysteme,CROWN Gabelstapler GmbH & Co. KG,Feldkirchen (Landkreis München),Teilweise Home-Office,51.000 - 76.000 €/Jahr  (geschätzt für Vollzeit)
Werkstudent (m/w/d) Digital Produktmanagement Web & App – Mietwagen Spanien,CHECK24,Augsburg,,
Online Marketing Manager (m/w/d) Web Tracking und Datenanalyse,Köhler+Partner GmbH,Buchholz in der Nordheide (Großraum Hamburg),Teilweise Home-Office,43.000 - 51.000 €/Jahr  (geschätzt für Vollzeit)
Junior Prozessmanager (m/w/d) InsurTech,CHECK24,Frankfurt am Main,Teilweise Home-Office,50.000 - 68.000 €/Jahr  (geschätzt für Vollzeit)
Teamleiter (m/w/d) Controlling mit BI Fokus InsurTech,CHECK24,Frankfurt,Teilweise Home-Office,95.000 - 122.000 €/Jahr  (geschätzt für Vollzeit)
(Junior) Produktmanager (m/w/d) Kredite & Collection C24 Bank,CHECK24,Frankfurt am Main,,49.000 - 82.000 €/Jahr  (geschätzt für Vollzeit)
(Junior) Produktmanager (m/w/d) Operations Analytics Mietwagen,CHECK24,Augsburg,,45.000 - 75.000 €/Jahr  (geschätzt für Vollzeit)
(Senior) Controller (m/w/d),LAMILUX Heinrich Strunz GmbH,Rehau,Teilweise Home-Office,49.000 - 86.000 €/Jahr  (geschätzt für Vollzeit)
(Junior) Digital Produktmanager (m/w/d) Payment Mietwagen,CHECK24,Augsburg,,
(Junior) Technischer Produktmanager (m/w/d) Partnermanagement Mietwagen,CHECK24,Augsburg,,
(Junior) Digital Produktmanager (m/w/d) AurumCars,CHECK24,München,,40.000 - 56.000 €/Jahr  (geschätzt für Vollzeit)
(Junior) Digital Produktmanager (m/w/d) Mietwagen,CHECK24,Augsburg,,45.000 - 75.000 €/Jahr  (geschätzt für Vollzeit)
(Junior) Produktmanager / Operationsmanager (m/w/d) Automatisierung Mietwagen,CHECK24,Augsburg,,43.000 - 70.000 €/Jahr  (geschätzt für Vollzeit)
Data Architect (m/w/d),M&M Software GmbH,"Hannover, bundesweit, Home-Office",Teilweise Home-Office,55.000 - 85.000 €/Jahr  (geschätzt für Vollzeit)
Marketing Analyst (m/w/d) Fashion E-Commerce Marketplaces,meinemarkenmode.de GmbH,Münster,Teilweise Home-Office,39.000 - 58.000 €/Jahr  (geschätzt für Vollzeit)
Inhouse Consultant Master Data Management Kunde/Lieferant (w/m/div.),Bosch Gruppe,München,Teilweise Home-Office,44.000 - 96.000 €/Jahr  (geschätzt für Vollzeit)
Business Analyst (m/w/d) Anwendungsbetreuung SAP in unserem Bereich Rechnungswesen,Sparkassen-Versicherung Sachsen,Dresden,Teilweise Home-Office,
Business Analyst für ServiceNow Central Functions (m/w/d),meinestadt.de,Neckarsulm,,53.000 - 71.000 €/Jahr  (geschätzt für Vollzeit)
Business Analyst (m/w/d) Abteilung Kunden und Regulierung – Team Regulierung und Rating,WM Gruppe,Frankfurt am Main,Teilweise Home-Office,50.000 - 85.000 €/Jahr  (geschätzt für Vollzeit)
Datenarchitekt/in (m/w/d),Deutschlandradio,"Köln, Berlin",Teilweise Home-Office,48.000 - 77.000 €/Jahr  (geschätzt für Vollzeit)
Business Analyst (m/f/d),Lloyds Bank – Bank of Scotland,Berlin,Teilweise Home-Office,53.000 - 72.000 €/Jahr  (geschätzt für Vollzeit)
Spezialist:in Valuation / Business Analyst:in - Immobilienbewertung,Vonovia,"Bochum, Berlin",Teilweise Home-Office,39.000 - 68.000 €/Jahr  (geschätzt für Vollzeit)
Business Analyst Backoffice (m/w/d),Baader Bank AG,Unterschleißheim bei München,Teilweise Home-Office,54.000 - 80.000 €/Jahr  (geschätzt für Vollzeit)
(Senior) Data & AI PreSales Consultant (m/w/d),Arvato Systems Digital GmbH,Gütersloh,Teilweise Home-Office,54.000 - 78.000 €/Jahr  (geschätzt für Vollzeit)
Business Analyst (m/w/d) Inputmanagement in der Krankenversicherung,Continentale Krankenversicherung a.G.,Dortmund,Teilweise Home-Office,58.000 - 78.000 €/Jahr  (geschätzt für Vollzeit)
Trainee ServiceNow Plattform (Developer / Business Analyst) (m/w/d),meinestadt.de,Neckarsulm,,
Business Analyst  - Commercial (m/w/d),Picnic GmbH,Düsseldorf,,65.000 - 90.000 €/Jahr  (geschätzt für Vollzeit)
Business Analyst Pricing (m/w/d),Gebr. Heinemann SE & Co. KG,Hamburg,,60.000 - 90.000 €/Jahr  (geschätzt für Vollzeit)
Reporting Specialist 5G (w/m/d) 1,1&1,Düsseldorf,Teilweise Home-Office,54.000 - 75.000 €/Jahr  (geschätzt für Vollzeit)
Businessanalyst*in für das Geschäftsprozess- und Anforderungsmanagement (w/m/d),Landeshauptstadt München,München,Teilweise Home-Office,52.000 - 69.000 €/Jahr  (geschätzt für Vollzeit)
Business Analyst / Vertriebscontroller (m/w/d),Bergzeit GmbH,Otterfing,Teilweise Home-Office,46.000 - 65.000 €/Jahr  (geschätzt für Vollzeit)
"Analytics Expert Reporting, Monitoring & Lending – Wholesale Banking (w/m/d)",ING Deutschland,Frankfurt am Main,Teilweise Home-Office,60.000 - 84.000 €/Jahr  (geschätzt für Vollzeit)
Consultant/Business Analyst als Rolloutmanager (m/w/d),Hellmann Worldwide Logistics SE & Co. KG,Osnabrück,Teilweise Home-Office,
Trainee ServiceNow Plattform (Developer / Business Analyst) (m/w/d),Schwarz Corporate Solutions,Neckarsulm,,
Corporate Management System and Audit Consultant (m/w/x),ZEISS,Oberkochen (Baden-Württemberg),,
Business Analyst Marktrisiko- und Eigengeschäftssteuerung (w/m/d),parcIT GmbH,Köln,Teilweise Home-Office,59.000 - 86.000 €/Jahr  (geschätzt für Vollzeit)
Business Analyst Umsatz Omnikanalplattform (m/w/d) | (COBKOS),Atruvia AG,"Karlsruhe, Münster",Teilweise Home-Office,65.000 - 95.000 €/Jahr  (geschätzt für Vollzeit)
Senior Entwickler / Data Engineer Big Data und Google Cloud Platform m/w/d,DZ BANK AG,"Frankfurt am Main, Düsseldorf",Teilweise Home-Office,66.000 - 91.000 €/Jahr  (geschätzt für Vollzeit)
Business Analyst (d/w/m) Komposit,Versicherungskammer Bayern,"München, Berlin",Teilweise Home-Office,55.000 - 86.000 €/Jahr  (geschätzt für Vollzeit)
"Business Analyst (all genders) Düsseldorf, Kiel",Provinzial Versicherung AG,Düsseldorf,Teilweise Home-Office,64.000 - 86.000 €/Jahr  (geschätzt für Vollzeit)
Business Analyst (m/w/d) Commerzbank Kundencenter,Commerz Direktservice GmbH,Duisburg,Teilweise Home-Office,54.000 - 75.000 €/Jahr  (geschätzt für Vollzeit)
Consultant Data Engineering / Data Architect (m/w/d),CANCOM SE,"Berlin, Erfurt, Frankfurt am Main, Hamburg, Hannover, Köln, Leipzig, München, Nürnberg, Stuttgart",Teilweise Home-Office,52.000 - 92.000 €/Jahr  (geschätzt für Vollzeit)
"(Senior) Data Engineer (AWS, Snowflake, DBT, Python) (m/w/d)",Baader Bank AG,Unterschleißheim bei München,Teilweise Home-Office,49.000 - 80.000 €/Jahr  (geschätzt für Vollzeit)
Senior Cloud Data Engineer (m/w/d) Azure und Databricks,INFOMOTION GmbH,"Frankfurt am Main, Köln, Stuttgart, München, Berlin, Dresden, Hamburg",Teilweise Home-Office,70.000 - 90.000 €/Jahr  (geschätzt für Vollzeit)
Prozessmanager / Business Analyst – Digitales Dokumentenmanagement (w/m/d),ING Deutschland,Frankfurt am Main,,63.000 - 87.000 €/Jahr  (geschätzt für Vollzeit)
Financial Engineer m/w/d,DZ BANK AG,Frankfurt am Main,Teilweise Home-Office,61.000 - 82.000 €/Jahr  (geschätzt für Vollzeit)
Spezialist/in für Produktkatalog und Datenmanagement (w/m/d),TÜV Rheinland Group,"Berlin, Leipzig, Köln, Dresden",,38.000 - 50.000 €/Jahr  (geschätzt für Vollzeit)
Business Analyst Automatisierung – RPA / KI / SAP – Wohnungswirtschaft (w/m/d),STADT UND LAND Wohnbauten-Gesellschaft mbH,Berlin,Teilweise Home-Office,47.000 - 65.000 €/Jahr  (geschätzt für Vollzeit)
Business Analyst:in Kapitalmarktsysteme,HDI AG,Köln,Teilweise Home-Office,65.000 - 87.000 €/Jahr  (geschätzt für Vollzeit)
Machine Learning Platform Engineers,Shopify,Remote - Global,,
CRM Business Analyst (m/w/d),Dirk Rossmann GmbH,Burgwedel bei Hannover,Teilweise Home-Office,49.000 - 70.000 €/Jahr  (geschätzt für Vollzeit)
IT-Consultant / Business Analyst (w/m/d),HIS Hochschul-Informations-System eG,Hannover,Teilweise Home-Office,49.000 - 61.600 €/Jahr  (geschätzt für Vollzeit)
Business Process Analyst (m/w/d) - Marken und Privatkunden,Continentale Krankenversicherung a.G.,Mannheim,Teilweise Home-Office,62.000 - 83.000 €/Jahr  (geschätzt für Vollzeit)
Big Data DevOps Engineer (m/w/d) | (DSIDMG),Atruvia AG,Karlsruhe,Teilweise Home-Office,76.000 - 109.000 €/Jahr  (geschätzt für Vollzeit)
Junior Business Analyst Digitalisierung - Aktionsmanagement und Marketing (m/w/d),Kaufland,Heilbronn,Teilweise Home-Office,44.000 - 65.000 €/Jahr  (geschätzt für Vollzeit)
(Senior) Cloud / Data Engineer Analytics (m/w/d),REWE Group,Köln,Teilweise Home-Office,55.000 - 77.000 €/Jahr  (geschätzt für Vollzeit)
Business Analyst (m/w/d) für Logistiksysteme,Otto Group Solution Provider (OSP) GmbH,Dresden,,45.000 - 64.000 €/Jahr  (geschätzt für Vollzeit)
(Junior) Business Analyst/Controller in Vollzeit (m/w/d),HUMAN Gesellschaft für Biochemica und Diagnostica mbH,Wiesbaden,Teilweise Home-Office,52.000 - 75.000 €/Jahr  (geschätzt für Vollzeit)
Business Analyst (m/w/d) Einkauf,Deichmann SE,Mülheim an der Ruhr,,52.000 - 72.000 €/Jahr  (geschätzt für Vollzeit)
SAP Analytics Expert (gn*),Ernsting’s family,Coesfeld-Lette bei Münster,,57.000 - 86.000 €/Jahr  (geschätzt für Vollzeit)
"Business Analyst (m/w/d) (Vertriebstechnik) in unserem Bereich Marketing, Verband, Vertriebstechnik",Sparkassen-Versicherung Sachsen,Dresden,Teilweise Home-Office,34.000 - 48.000 €/Jahr  (geschätzt für Vollzeit)
IT Business Analyst (w/m/d) Weiterentwicklung CRM,ADAC,München,Teilweise Home-Office,60.000 - 89.000 €/Jahr  (geschätzt für Vollzeit)
Business Analyst Sales (m/w/d),HARIBO Deutschland,Grafschaft,,85.000 - 95.000 €/Jahr  (geschätzt für Vollzeit)
Business Analyst (w/m/d) Customer Management,freenet AG,Hamburg,Teilweise Home-Office,47.000 - 65.000 €/Jahr  (geschätzt für Vollzeit)
Business Analyst CRM (m/w/d),Markant Gruppe,Offenburg,Teilweise Home-Office,49.000 - 67.000 €/Jahr  (geschätzt für Vollzeit)
Business Analyst (m/w/d) - Schwerpunkt Digitaler Kundenservice - Voicebot,E.ON Energie Dialog GmbH,Potsdam,Teilweise Home-Office,
Automotive Business Analyst (m/w/d),ARRK Engineering GmbH,München,,62.000 - 83.000 €/Jahr  (geschätzt für Vollzeit)
Data Insights- und Marketinganalyst (m/w/d),meinestadt.de,Neckarsulm,,50.000 - 65.000 €/Jahr  (geschätzt für Vollzeit)
Business Analyst (m/w/d) im Bereich Lebensversicherung,Continentale Lebensversicherung AG,München,Teilweise Home-Office,48.000 - 67.000 €/Jahr  (geschätzt für Vollzeit)
CRM Business Analyst (m/w/d),Deichmann SE,Mülheim an der Ruhr,Teilweise Home-Office,
Business Analyst (w/m/d),freenet AG,Hamburg,Teilweise Home-Office,48.000 - 66.000 €/Jahr  (geschätzt für Vollzeit)
"Business Intelligence Engineer, SCOT - Automated Inventory Management",Amazon Europe Core,Luxembourg,,
Business Analyst Retail (m/w/d),mgm technology partners GmbH,München,Teilweise Home-Office,50.000 - 60.000 €/Jahr  (geschätzt für Vollzeit)
Leiter/in Datenanalyse (m/w/d),En2x Wirtschaftsverband Fuels und Energie e.V.,Berlin,Teilweise Home-Office,6.000 - 7.300 €/Monat  (geschätzt für Vollzeit)
Marketing Data Architect (m/w/d) im Bereich Data & Insights,Radeberger Gruppe KG,Frankfurt a.M.,Teilweise Home-Office,
Senior Data Engineer (m/w/d) – Sales Insights & Performance,ALDI Einkauf SE & Co. oHG,Essen,Teilweise Home-Office,70.000 - 90.000 €/Jahr  (geschätzt für Vollzeit)
Business Analyst Zahlungsverkehr (m/w/d),Finanz Informatik Solutions Plus GmbH & Co. KG,Fellbach,Teilweise Home-Office,48.000 - 69.000 €/Jahr  (geschätzt für Vollzeit)
Legal & Data Privacy Junior Specialist (m/w/d) - 25h / Woche,FUNKE Works GmbH,Berlin,Teilweise Home-Office,
Business Analyst - Cash Market Strategy (f/m/d),Deutsche Börse Group,Eschborn,Teilweise Home-Office,61.000 - 85.000 €/Jahr  (geschätzt für Vollzeit)
"Business Analyst, Experte Einkauf / Procurement (w/m/d) Datenquellen- und Vertragsmanagement",WM Gruppe,Frankfurt am Main,Teilweise Home-Office,48.000 - 82.000 €/Jahr  (geschätzt für Vollzeit)
Controller / Business Analyst (m/w/d),Stadtwerke Heilbronn GmbH,Heilbronn,,55.000 - 76.000 €/Jahr  (geschätzt für Vollzeit)
Data Architect (m/w/d),DIN Solutions GmbH,Berlin,Teilweise Home-Office,51.000 - 70.000 €/Jahr  (geschätzt für Vollzeit)
Business Analyst / Architekt (m/w/d) für digitale Versicherungsprodukte,R+V Allgemeine Versicherung AG,Wiesbaden,Teilweise Home-Office,55.000 - 85.000 €/Jahr  (geschätzt für Vollzeit)
"Business Analyst 3P Networks, 3P Network & Speed - EU GTS",Amazon Europe Core,Luxembourg,,
Business Analyst (m/w/d)* Schadensysteme,ALH Gruppe,Oberursel,Teilweise Home-Office,57.000 - 79.000 €/Jahr  (geschätzt für Vollzeit)
Business Process Manager/Process Analyst (m/w/d),ECE,Hamburg,Teilweise Home-Office,58.000 - 81.000 €/Jahr  (geschätzt für Vollzeit)
Business Process Analyst (m/w/d),meinestadt.de,Speyer,,47.000 - 65.000 €/Jahr  (geschätzt für Vollzeit)
Business Analyst Sach- und Personenversicherung (w|m|d),ADAC,München,Teilweise Home-Office,57.000 - 86.000 €/Jahr  (geschätzt für Vollzeit)
Controller / Business Analyst (m/w/d),Rhenus Group,Düsseldorf,,54.000 - 76.000 €/Jahr  (geschätzt für Vollzeit)
Business Analyst:in Accounting und Reinsurance,Hannover Rück SE,Hannover,Teilweise Home-Office,51.000 - 70.000 €/Jahr  (geschätzt für Vollzeit)
Business/IT Analyst (m/w/d),IABG Industrieanlagen - Betriebsgesellschaft mbH,"Ottobrunn bei München, Berlin, Dresden, Hamburg, Koblenz",Teilweise Home-Office,41.000 - 75.000 €/Jahr  (geschätzt für Vollzeit)
Business Process Analyst (m/w/d),PM-International AG,Speyer,,4.000 - 4.000 €/Jahr  (geschätzt für Vollzeit)
Business Analyst (m/w/d) / Consultant (m/w/d) mit Schwerpunkt ECM - Systeme,Kassenärztliche Vereinigung Baden-Württemberg,Stuttgart,Teilweise Home-Office,52.800 - 76.500 €/Jahr  (geschätzt für Vollzeit)
Senior Business Solution Analyst Sales & Distribution (w/m/d),Arthrex GmbH,Freiham,Teilweise Home-Office,
Business Analyst & Product Owner für den Rechtsschutz Schaden (w|m|d),ADAC,München,Teilweise Home-Office,57.000 - 86.000 €/Jahr  (geschätzt für Vollzeit)
Consultant/Business Analyst für den Rollout von digitalen Lösungen (m/w/d),Hellmann Worldwide Logistics SE & Co. KG,Osnabrück,Teilweise Home-Office,50.000 - 71.000 €/Jahr  (geschätzt für Vollzeit)
Sales Analyst Management of goods (w/m/d),Ferrero MSC GmbH & Co. KG,Frankfurt/M.,,52.000 - 80.000 €/Jahr  (geschätzt für Vollzeit)
Senior Cloud Data Engineer (all genders),msg systems ag,"Berlin, Essen, Frankfurt am Main, Hamburg, Ismaning bei München, Karlsruhe, Köln, Stuttgart",Teilweise Home-Office,62.000 - 91.000 €/Jahr  (geschätzt für Vollzeit)
(Senior) Business Analytics Consultant (all genders) - remote möglich,msg systems ag,"Berlin, Düsseldorf, Essen, Frankfurt am Main, Hamburg, Ismaning bei München, Karlsruhe, Köln",Teilweise Home-Office,63.000 - 96.000 €/Jahr  (geschätzt für Vollzeit)
SAP Solution Analyst (w/m/d),Brunel GmbH,Osnabrück,,53.000 - 72.000 €/Jahr  (geschätzt für Vollzeit)
Business Analyst (m/w/d),POLYTECH Health & Aesthetics GmbH,Rödermark,Teilweise Home-Office,51.000 - 70.000 €/Jahr  (geschätzt für Vollzeit)
Business Analyst Elektromobilität (w/m/d),EnBW mobility+ AG & Co. KG,Karlsruhe,Teilweise Home-Office,48.000 - 67.000 €/Jahr  (geschätzt für Vollzeit)
Business Analyst Courier Express Parcel (CEP) (m/w/d),Hellmann Worldwide Logistics SE & Co. KG,Osnabrück,Teilweise Home-Office,50.000 - 69.000 €/Jahr  (geschätzt für Vollzeit)
"Chapter Lead (m/w/d) für ""Business Analysten Document Journey""",SIGNAL IDUNA Gruppe,"Dortmund, Hamburg",Teilweise Home-Office,60.000 - 90.000 €/Jahr  (geschätzt für Vollzeit)
"Manager/Business Analyst (m/w/d) Valuation, Modelling & Economics",HOCHTIEF PPP Solutions GmbH,Essen,Teilweise Home-Office,52.000 - 80.000 €/Jahr  (geschätzt für Vollzeit)
Werkstudent Marketing Analyst (w/m/d),Ferrero MSC GmbH & Co. KG,Frankfurt am Main,,
Business Analyst Online-Logistik (m/w/d),BAUHAUS,Mannheim,Teilweise Home-Office,54.000 - 74.000 €/Jahr  (geschätzt für Vollzeit)
Business Analyst (m/w/d) Konzernsteuerung (in Voll- oder Teilzeit),Union Investment,Frankfurt am Main,Teilweise Home-Office,63.000 - 84.000 €/Jahr  (geschätzt für Vollzeit)
Werkstudent Business Analyst im Bereich Vertrieb / Marketing (m/w/d),DZR Deutsches Zahnärztliches Rechenzentrum GmbH - Dr. Güldener Gruppe,Stuttgart,,
Junior Business Analyst M&V Reporting (m/w/d),DZR Deutsches Zahnärztliches Rechenzentrum GmbH - Dr. Güldener Gruppe,Stuttgart,Teilweise Home-Office,45.000 - 58.100 €/Jahr  (geschätzt für Vollzeit)
Corporate Data Architect (m/w/d),Windmöller & Hölscher KG,Lengerich bei Münster,,64.000 - 86.000 €/Jahr  (geschätzt für Vollzeit)
Business Intelligence Engineer - International Sales Solutions (m/w/d),ALDI Einkauf SE & Co. oHG,Essen,Teilweise Home-Office,59.000 - 81.000 €/Jahr  (geschätzt für Vollzeit)
"ERP Business Analyst - SAP, Oracle or D365 (m/f/d)",MED-EL Medical Electronics,Innsbruck,,54.000 - 73.000 €/Jahr  (geschätzt für Vollzeit)
(Junior) Business Analyst (w/m/d),Ärzteversorgung Westfalen-Lippe,Münster,Teilweise Home-Office,44.000 - 64.000 €/Jahr  (geschätzt für Vollzeit)
Inhouse Business Intelligence Consultant (m/w/d),Waldemar Link GmbH & Co. KG,Norderstedt,,70.000 - 75.000 €/Jahr  (geschätzt für Vollzeit)
Business Systems Analyst (w/m/d),New England Biolabs GmbH,Frankfurt am Main,Teilweise Home-Office,57.000 - 77.000 €/Jahr  (geschätzt für Vollzeit)
Business Analyst - bAV (all genders),adesso SE,"Aachen, Berlin, Bremen, Dortmund, Dresden, Essen, Hamburg, Hannover, Jena, Paderborn, Potsdam",Teilweise Home-Office,50.000 - 79.000 €/Jahr  (geschätzt für Vollzeit)
Business Analyst - bAV (all genders),adesso SE,"Bonn, Düsseldorf, Frankfurt, Karlsruhe, Köln, München, Nürnberg, Reutlingen, Stuttgart​",Teilweise Home-Office,58.000 - 84.000 €/Jahr  (geschätzt für Vollzeit)
Data Solutions Specialist (m/w/d),BUDNI Handels- und Service GmbH & Co. KG,Hamburg,,47.000 - 66.000 €/Jahr  (geschätzt für Vollzeit)
Business Analyst (m/w/d) Kapitalanlagencontrolling mit Schwerpunkt Nachhaltigkeit,Continentale Lebensversicherung AG,München,Teilweise Home-Office,48.000 - 67.000 €/Jahr  (geschätzt für Vollzeit)
Data Architect (m/w/d),Diersch & Schröder GmbH & Co. KG,Bremen,Teilweise Home-Office,49.000 - 73.000 €/Jahr  (geschätzt für Vollzeit)
IT Business Analysten Dokumenten-LifeCycle Management / Input Management (m/w/d),Finanz Informatik GmbH & Co. KG,"Münster, Hannover, Frankfurt am Main",Teilweise Home-Office,45.000 - 85.000 €/Jahr  (geschätzt für Vollzeit)
Asset & Wealth Management - Marketing - Analyst/Associate - Frankfurt,Goldman Sachs AG MesseTurm,"Frankfurt, Germany",,39.000 - 67.000 €/Jahr  (geschätzt für Vollzeit)
Business Analyst / Prozessmanager (m/w/d)* Angebotssysteme Sachversicherung,ALH Gruppe,Oberursel,Teilweise Home-Office,56.000 - 79.000 €/Jahr  (geschätzt für Vollzeit)
Webanalyst / Web Analytics Manager (m/w/d) / Econda Analytics/GA4 / GTM,Peter Hahn GmbH,Winterbach,Teilweise Home-Office,45.000 - 68.000 €/Jahr  (geschätzt für Vollzeit)
Business Analyst / Business Requirement Engineer – Rabattsystem (m/w/d),AXA Konzern AG,Köln,Teilweise Home-Office,56.000 - 79.000 €/Jahr  (geschätzt für Vollzeit)
Financial Engineer Expert (m/w/d),MVV Trading GmbH,Mannheim,,63.000 - 84.000 €/Jahr  (geschätzt für Vollzeit)
Business Process Analyst (m/w/d),PM-International AG,Speyer,,4.000 - 4.000 €/Monat  (geschätzt für Vollzeit)
Business Analyst für Versicherungsprojekte (m/w/d),mgm technology partners GmbH,"Berlin, Hamburg, Köln, München",Teilweise Home-Office,50.000 - 76.000 €/Jahr  (geschätzt für Vollzeit)
"ERP Business Analyst, Microsoft Business Central (m/f/d) Digital Development",MED-EL Medical Electronics,Innsbruck,,54.000 - 73.000 €/Jahr  (geschätzt für Vollzeit)
SAP Solution Analyst (m/w/d) im Bereich Fertigung / Logistik,Advanced Nuclear Fuels GmbH,Lingen (Ems),,32.000 - 67.000 €/Jahr  (geschätzt für Vollzeit)
Business/IT Analyst (m/w/d),IABG Industrieanlagen - Betriebsgesellschaft mbH,"Ottobrunn bei München, Berlin, Dresden, Hamburg, Koblenz",Teilweise Home-Office,45.000 - 82.000 €/Jahr  (geschätzt für Vollzeit)
Business Analyst - ServiceNow Consulting (w/m/d),KPMG AG Wirtschaftsprüfungsgesellschaft,"München, Hamburg, Köln, Frankfurt, Düsseldorf, Berlin, Mannheim",Teilweise Home-Office,
Junior Managers Program - Business Intelligence und Analytics - Trainee Program (f/m/div.),Bosch Gruppe,Gerlingen,Teilweise Home-Office,51.000 - 78.000 €/Jahr  (geschätzt für Vollzeit)
Business Analyst (m/w/d) Investment-Application,R+V Lebensversicherung AG,Wiesbaden,Teilweise Home-Office,64.000 - 85.000 €/Jahr  (geschätzt für Vollzeit)
People Analytics Expert (w/m/d),Jenoptik,Jena,,
Business Analyst (m/w/d),Ahorn AG,Berlin,,52.000 - 71.000 €/Jahr  (geschätzt für Vollzeit)
Business Analyst (m/w/d) Firmenkundenberatung,BMS Corporate Solutions GmbH,"Düsseldorf, remote",Teilweise Home-Office,48.000 - 67.000 €/Jahr  (geschätzt für Vollzeit)
Junior Controller / Business Analyst (m/w/d),Busch Vacuum Solutions,Maulburg bei Lörrach,,45.000 - 60.000 €/Jahr  (geschätzt für Vollzeit)
Junior Business Analyst Risikomanagement (m/w/d),ISS Software GmbH,bundesweit,Teilweise Home-Office,50.000 - 59.000 €/Jahr  (geschätzt für Vollzeit)
"Master Data Operator (Schwerpunkt: Liquor, Tobacco & Confectionary) (m/w/d)",Gebr. Heinemann SE & Co. KG,Hamburg,,43.000 - 61.000 €/Jahr  (geschätzt für Vollzeit)
Big Data Architect (m/w/d),Sopra Steria,"bundesweit, Berlin, Frankfurt, Hamburg, Köln, Leipzig, München",Teilweise Home-Office,72.000 - 100.000 €/Jahr  (geschätzt für Vollzeit)
Business Analyst Prozesse (m/w/d) Erneuerbare Energien,Mercuri Urval GmbH,Hamburg,,54.000 - 72.000 €/Jahr  (geschätzt für Vollzeit)
Data Warehouse Architekt (m/w/d),Sopra Steria,"bundesweit, Berlin, Frankfurt, Hamburg, Köln, Leipzig, München",Teilweise Home-Office,72.000 - 100.000 €/Jahr  (geschätzt für Vollzeit)
